source_row,url,headline,clean_headline,label,fold,score_nbc,predicted_label,correct,error_direction,margin_from_threshold,confidence_margin,headline_length,word_count,has_quote,has_question,has_digit,topic_politics,topic_crime,topic_world,topic_health,topic_business,topic_culture,topic
695,https://www.foxnews.com/politics/republicans-block-dem-backed-ivf-bill-revived-chuck-schumer,Republicans block Dem backed IVF bill revived by Chuck Schumer,republicans block dem backed ivf bill revived by chuck schumer,FoxNews,5,0.0654155057432142,NBC,False,FoxNews->NBC,0.1087944707828199,0.1087944707828199,62,10,False,False,False,False,False,False,False,False,False,other
2971,https://www.nbcnews.com/politics/2024-election/kamala-harris-toughest-battleground-pennsylvania-trump-rcna168288,Harris faces her 'toughest' battleground fight against Trump in Pennsylvania,harris faces her 'toughest' battleground fight against trump in pennsylvania,NBC,5,-0.15120941063451365,FoxNews,False,NBC->FoxNews,-0.10783044559490795,0.10783044559490795,76,10,True,False,False,True,False,False,False,False,False,politics
616,https://www.foxnews.com/politics/harris-holds-big-advantage-among-early-voters-trump-election-day-voters-poll,"Harris holds big advantage among early voters, Trump with Election Day voters: poll","harris holds big advantage among early voters, trump with election day voters: poll",FoxNews,3,0.06306532365018014,NBC,False,FoxNews->NBC,0.10644428868978584,0.10644428868978584,83,13,False,False,False,True,False,False,False,False,False,politics
79,https://www.foxnews.com/politics/michigan-becomes-top-gop-senate-target-mike-rogers-ties-dem-opponent-among-older-voters,Michigan becomes a top GOP Senate target as Mike Rogers ties with Dem opponent among older voters,michigan becomes a top gop senate target as mike rogers ties with dem opponent among older voters,FoxNews,5,0.062045837206300414,NBC,False,FoxNews->NBC,0.10542480224590611,0.10542480224590611,97,17,False,False,False,True,False,False,False,False,False,politics
2215,https://www.nbcnews.com/news/world/full-transcript-read-lester-holts-interview-iranian-president-ebrahim-rcna104913,Full Transcript: Read Lester Holt’s interview with Iranian President Ebrahim Raisi,full transcript: read lester holt's interview with iranian president ebrahim raisi,NBC,4,-0.14800790467996783,FoxNews,False,NBC->FoxNews,-0.10462893964036213,0.10462893964036213,82,12,False,False,False,False,False,False,False,False,False,other
290,https://www.foxnews.com/politics/harris-re-energizes-black-voters-key-states-poll-finds,"Harris re energizes Black voters in key states, poll finds","harris re energizes black voters in key states, poll finds",FoxNews,4,0.060482906483218635,NBC,False,FoxNews->NBC,0.10386187152282433,0.10386187152282433,58,10,False,False,False,False,False,False,False,False,False,other
2121,https://www.nbcnews.com/news/world/israel-hamas-war-hezbollah-rockets-lebanon-commander-killed-rcna160310,Hezbollah launches barrage of rockets at Israel after senior commander killed,hezbollah launches barrage of rockets at israel after senior commander killed,NBC,5,-0.14722873408360448,FoxNews,False,NBC->FoxNews,-0.10384976904399879,0.10384976904399879,77,11,False,False,False,False,True,True,False,False,False,crime
3551,https://www.nbcnews.com/politics/white-house/bidens-student-loan-forgiveness-plan-can-take-effect-judge-lets-restra-rcna173837,Biden's student loan forgiveness plan can take effect after judge lets restraining order expire,biden's student loan forgiveness plan can take effect after judge lets restraining order expire,NBC,3,-0.14667984001975487,FoxNews,False,NBC->FoxNews,-0.10330087498014917,0.10330087498014917,95,15,True,False,False,True,False,False,False,False,False,politics
1694,https://www.foxnews.com/politics/fox-news-politics-crunch-time-harris.print,Politics: Crunch time for Harris,politics: crunch time for harris,FoxNews,2,0.059555324616054506,NBC,False,FoxNews->NBC,0.1029342896556602,0.1029342896556602,32,5,False,False,False,False,False,False,False,False,False,other
1368,https://www.foxnews.com/lifestyle/florida-family-stuns-statistical-improbability-all-four-daughters-crowned-valedictorian,Florida family stuns with statistical improbability as all four daughters are crowned valedictorian,florida family stuns with statistical improbability as all four daughters are crowned valedictorian,FoxNews,5,0.05888321850411571,NBC,False,FoxNews->NBC,0.10226218354372141,0.10226218354372141,99,13,False,False,False,False,False,False,False,False,False,other
1277,https://www.foxnews.com/politics/harris-barnstorms-wisconsin-1-day-swing-state-tour-targeting-young-voters,Harris barnstorms Wisconsin in 1 day swing state tour targeting young voters,harris barnstorms wisconsin in 1 day swing state tour targeting young voters,FoxNews,3,0.0580459363814505,NBC,False,FoxNews->NBC,0.1014249014210562,0.1014249014210562,76,12,False,False,True,False,False,False,False,False,False,other
2061,https://www.nbcnews.com/politics/2024-election/harris-branches-trump-preaches-choir-diverging-media-strategies-rcna175395,Harris branches out while Trump preaches to the choir in divergent media strategies,harris branches out while trump preaches to the choir in divergent media strategies,NBC,5,-0.14471736425863568,FoxNews,False,NBC->FoxNews,-0.10133839921902998,0.10133839921902998,83,13,False,False,False,True,False,False,False,False,False,politics
1641,https://www.foxnews.com/politics/do-potential-biden-replacements-have-what-takes-beat-trump,Do these potential Biden replacements have what it takes to beat Trump?,do these potential biden replacements have what it takes to beat trump?,FoxNews,3,0.0575268504482096,NBC,False,FoxNews->NBC,0.1009058154878153,0.1009058154878153,71,12,False,True,False,True,False,False,False,False,False,politics
900,https://www.foxnews.com/politics/dnc-paints-harris-law-order-standard-bearer-past-comments-militarization-police-resurface.print,DNC paints Harris as ‘law and order’ standard bearer as past comments on ‘militarization of police’ resurface,dnc paints harris as 'law and order' standard bearer as past comments on 'militarization of police' resurface,FoxNews,3,0.057366980743471574,NBC,False,FoxNews->NBC,0.10074594578307727,0.10074594578307727,109,17,False,False,False,False,True,False,False,False,False,crime
2402,https://www.nbcnews.com/politics/2024-election/live-blog/dnc-2024-live-updates-rcna165226/rcrd52630?canonicalCard=true,Biden receives more than four minutes of applause,biden receives more than four minutes of applause,NBC,4,-0.14338580763929065,FoxNews,False,NBC->FoxNews,-0.10000684259968495,0.10000684259968495,49,8,False,False,False,True,False,False,False,False,False,politics
1826,https://www.foxnews.com/politics/key-pa-region-sees-waitlist-trump-signs-lawmaker-says-voters-ready-reverse-dem-policies.print,Key Pennsylvania region sees ‘waitlist’ for Trump signs; lawmaker says voters ready to reverse Dem policies,key pennsylvania region sees 'waitlist' for trump signs; lawmaker says voters ready to reverse dem policies,FoxNews,3,0.05522702626209819,NBC,False,FoxNews->NBC,0.09860599130170389,0.09860599130170389,107,16,False,False,False,True,False,False,False,False,False,politics
1013,https://www.foxnews.com/politics/new-poll-shows-trump-holds-lead-remarkably-resilient-support-poll,New poll shows Trump holds lead with ‘remarkably resilient’ support,new poll shows trump holds lead with 'remarkably resilient' support,FoxNews,2,0.05440199752571706,NBC,False,FoxNews->NBC,0.09778096256532276,0.09778096256532276,67,10,False,False,False,True,False,False,False,False,False,politics
3538,https://www.nbcnews.com/politics/2024-election/kamala-harris-running-mates-democratic-presidential-ticket-rcna162848,The Democrats who could be Kamala Harris' running mate,the democrats who could be kamala harris' running mate,NBC,4,-0.14111104115134565,FoxNews,False,NBC->FoxNews,-0.09773207611173995,0.09773207611173995,54,9,True,False,False,False,False,False,False,False,False,other
3165,https://www.nbcnews.com/news/us-news/iowa-school-shooter-showed-warning-signs-copycat-behavior-police-say-rcna176136,"Iowa school shooter showed 'warning signs' and 'copycat behavior,' police say","iowa school shooter showed 'warning signs' and 'copycat behavior,' police say",NBC,5,-0.14015507236265612,FoxNews,False,NBC->FoxNews,-0.09677610732305042,0.09677610732305042,77,11,True,False,False,False,True,False,False,False,False,crime
3796,https://www.nbcnews.com/politics/congress/house-new-funding-bill-government-shutdown-stupid-election-year-rcna172044,House to take up new funding bill as some Republicans fear a 'galactically stupid' shutdown,house to take up new funding bill as some republicans fear a 'galactically stupid' shutdown,NBC,4,-0.14013262640040858,FoxNews,False,NBC->FoxNews,-0.09675366136080288,0.09675366136080288,91,15,True,False,False,True,False,False,False,False,False,politics
1091,https://www.foxnews.com/us/secret-service-director-kimberly-cheatle-reacts-independent-review-trump-assassination-plot,Secret Service Director Kimberly Cheatle reacts to independent review of Trump assassination plot,secret service director kimberly cheatle reacts to independent review of trump assassination plot,FoxNews,3,0.05228663656972876,NBC,False,FoxNews->NBC,0.09566560160933446,0.09566560160933446,97,13,False,False,False,True,False,False,False,False,False,politics
2990,https://www.nbcnews.com/weather/hurricanes/live-blog/hurricane-milton-live-updates-rcna174624/rcrd59353?canonicalCard=true,Florida Highway Patrol rescues dog abandoned by owner,florida highway patrol rescues dog abandoned by owner,NBC,4,-0.1385853328733757,FoxNews,False,NBC->FoxNews,-0.09520636783377001,0.09520636783377001,53,8,False,False,False,False,False,False,False,False,False,other
2793,https://www.nbcnews.com/politics/2024-election/live-blog/election-2024-dnc-live-updates-rcna165227#rcrd52707,DNC 2024 highlights: Barack Obama praises Harris and Biden in keynote convention speech,dnc 2024 highlights: barack obama praises harris and biden in keynote convention speech,NBC,5,-0.1383107721674297,FoxNews,False,NBC->FoxNews,-0.09493180712782401,0.09493180712782401,87,13,False,False,True,True,False,False,False,False,False,politics
3483,https://www.nbcnews.com/news/us-news/9-11-speech-bush-pays-tribute-america-i-know-calls-n1278986,Bush calls out ‘violent extremists at home’ on 9/11 anniversary,bush calls out 'violent extremists at home' on 9/11 anniversary,NBC,2,-0.13796450665566518,FoxNews,False,NBC->FoxNews,-0.09458554161605948,0.09458554161605948,63,11,False,False,True,False,False,False,False,False,False,other
2687,https://www.nbcnews.com/feature/nbc-out/batwoman-casts-black-bisexual-actress-javicia-leslie-play-superhero-n1233318,"'Batwoman' casts Black, bisexual actress Javicia Leslie to play superhero","'batwoman' casts black, bisexual actress javicia leslie to play superhero",NBC,5,-0.13746996578403659,FoxNews,False,NBC->FoxNews,-0.09409100074443089,0.09409100074443089,73,10,True,False,False,False,False,False,False,False,False,other
2441,https://www.nbcnews.com/politics/2024-election/kamala-harris-dispatches-heavy-hitters-boost-key-states-final-stretch-rcna174673,Harris dispatches heavy hitters to boost key states in the final stretch,harris dispatches heavy hitters to boost key states in the final stretch,NBC,4,-0.13619978231507535,FoxNews,False,NBC->FoxNews,-0.09282081727546965,0.09282081727546965,72,12,False,False,False,False,False,False,False,False,False,other
628,https://www.foxnews.com/world/jews-under-siege-trudeaus-canada-soaring-antisemitism,Jews ‘under siege’ in Trudeau's Canada amid soaring antisemitism,jews 'under siege' in trudeau's canada amid soaring antisemitism,FoxNews,2,0.04918321186696284,NBC,False,FoxNews->NBC,0.09256217690656854,0.09256217690656854,64,10,True,False,False,False,False,False,False,False,False,other
2336,https://www.nbcnews.com/politics/2024-election/trumps-legal-team-tried-keep-stormy-daniels-quiet-ahead-2024-election-rcna175828,"Trump's legal team tried to keep Stormy Daniels quiet ahead of 2024 election, MSNBC reports","trump's legal team tried to keep stormy daniels quiet ahead of 2024 election, msnbc reports",NBC,1,-0.1349437475617732,FoxNews,False,NBC->FoxNews,-0.09156478252216749,0.09156478252216749,91,16,True,False,True,True,False,False,False,False,False,politics
1217,https://www.foxnews.com/politics/ny-v-trump-jury-verdict-former-presidents-historic-criminal-trial,Trump guilty on all counts in New York criminal trial,trump guilty on all counts in new york criminal trial,FoxNews,3,0.047684480521363204,NBC,False,FoxNews->NBC,0.0910634455609689,0.0910634455609689,53,10,False,False,False,True,True,False,False,False,False,politics
2956,https://www.nbcnews.com/politics/2024-election/harris-interview-walz-cnn-takeaways-2024-election-policies-rcna168706,Five takeaways from Harris' first major interview as the Democratic nominee,five takeaways from harris' first major interview as the democratic nominee,NBC,3,-0.13415610003103673,FoxNews,False,NBC->FoxNews,-0.09077713499143103,0.09077713499143103,75,11,True,False,False,False,False,False,False,False,False,other
1551,https://www.foxnews.com/politics/republican-buttigieg-playing-politics-comments-turbulence-climate-change,Critics accuse Buttigieg of 'playing politics' after comments linking turbulence to climate change,critics accuse buttigieg of 'playing politics' after comments linking turbulence to climate change,FoxNews,3,0.04677320937545426,NBC,False,FoxNews->NBC,0.09015217441505996,0.09015217441505996,98,13,True,False,False,False,False,False,False,False,False,other
1573,https://www.foxnews.com/politics/georgia-high-court-restores-states-six-week-heartbeat-abortion-law,Georgia high court restores state's 6 week 'heartbeat' abortion law,georgia high court restores state's 6 week 'heartbeat' abortion law,FoxNews,1,0.046052389215093026,NBC,False,FoxNews->NBC,0.08943135425469873,0.08943135425469873,67,11,True,False,True,True,False,False,False,False,False,politics
1897,https://www.foxnews.com/politics/liberal-dark-money-network-hauled-1-5b-anonymous-donations-left-wing-causes-2021,Liberal dark money network hauled in more than $1.5B in anonymous donations for left wing causes in 2021,liberal dark money network hauled in more than $1.5b in anonymous donations for left wing causes in 2021,FoxNews,3,0.044322655652447196,NBC,False,FoxNews->NBC,0.0877016206920529,0.0877016206920529,104,19,False,False,True,False,False,False,False,True,False,business
2255,https://www.nbcnews.com/politics/congress/sen-ted-cruz-comes-under-fire-after-photos-purportedly-show-n1258249,'Obviously a mistake': Sen. Ted Cruz says he regrets going to Cancún while Texans froze,'obviously a mistake': sen. ted cruz says he regrets going to cancún while texans froze,NBC,5,-0.1307860140985151,FoxNews,False,NBC->FoxNews,-0.08740704905890939,0.08740704905890939,87,15,True,False,False,False,False,False,False,False,False,other
2409,https://www.nbcnews.com/news/epstein-victim-drops-lawsuit-lawyer-alan-dershowitz-rcna56250,Epstein victim drops her lawsuit against lawyer Alan Dershowitz,epstein victim drops her lawsuit against lawyer alan dershowitz,NBC,4,-0.12878552673383403,FoxNews,False,NBC->FoxNews,-0.08540656169422833,0.08540656169422833,63,9,False,False,False,False,False,False,False,False,False,other
1756,https://www.foxnews.com/lifestyle/jack-carrs-take-9-11-terror-attacks-hope-lessons-afghanistan,Jack Carr's take on the 9/11 terror attacks including 'hope' and the lessons from Afghanistan,jack carr's take on the 9/11 terror attacks including 'hope' and the lessons from afghanistan,FoxNews,5,0.04169244272882522,NBC,False,FoxNews->NBC,0.08507140776843092,0.08507140776843092,93,17,True,False,True,False,False,False,False,False,False,other
3720,https://www.nbcnews.com/news/latino/latinos-trump-rebrands-launch-latino-americans-trump-rcna155708,'Latinos for Trump' rebrands and is set to launch as 'Latino Americans for Trump','latinos for trump' rebrands and is set to launch as 'latino americans for trump',NBC,4,-0.12505507572395902,FoxNews,False,NBC->FoxNews,-0.08167611068435332,0.08167611068435332,81,14,True,False,False,True,False,False,False,False,False,politics
3184,https://www.nbcnews.com/politics/donald-trump/after-acquitting-trump-mcconnell-slams-him-disgraceful-dereliction-duty-n1257900,"After acquitting Trump, McConnell slams him for a 'disgraceful dereliction of duty'","after acquitting trump, mcconnell slams him for a 'disgraceful dereliction of duty'",NBC,2,-0.12485662067640058,FoxNews,False,NBC->FoxNews,-0.08147765563679488,0.08147765563679488,83,12,True,False,False,True,False,False,False,False,False,politics
2266,https://www.nbcnews.com/politics/congress/schumer-good-chance-avoid-government-shutdown-johnson-rcna172148,Mike Johnson announces vote on bill to avoid government shutdown,mike johnson announces vote on bill to avoid government shutdown,NBC,2,-0.12419547982282486,FoxNews,False,NBC->FoxNews,-0.08081651478321916,0.08081651478321916,64,10,False,False,False,False,False,False,False,False,False,other
2743,https://www.nbcnews.com/news/world/italy-drought-ww2-bomb-water-river-po-rcna41965,WWII bomb revealed in drought hit waters of Italy’s River Po,wwii bomb revealed in drought hit waters of italy's river po,NBC,3,-0.12400340237902463,FoxNews,False,NBC->FoxNews,-0.08062443733941893,0.08062443733941893,60,12,False,False,False,False,False,False,False,False,False,other
2876,https://www.nbcnews.com/politics/congress/lawmakers-set-grill-defense-secretary-lloyd-austin-secret-hospitalizat-rcna141095,Lawmakers grill Defense Secretary Lloyd Austin over secret hospitalization,lawmakers grill defense secretary lloyd austin over secret hospitalization,NBC,4,-0.12329906292260318,FoxNews,False,NBC->FoxNews,-0.07992009788299748,0.07992009788299748,74,9,False,False,False,True,False,False,False,False,False,politics
1458,https://www.foxnews.com/politics/michelle-obama-wore-3k-pantsuit-dnc-while-touting-her-parents-were-suspicious-wealthy,Michelle Obama wore nearly $3K pantsuit to DNC while touting her parents were 'suspicious' of the wealthy,michelle obama wore nearly $3k pantsuit to dnc while touting her parents were 'suspicious' of the wealthy,FoxNews,2,0.03554594598522898,NBC,False,FoxNews->NBC,0.07892491102483468,0.07892491102483468,105,17,True,False,True,False,False,False,False,False,False,other
1559,https://www.foxnews.com/lifestyle/spring-cleaning-forgotten-spaces-tips-tidying-home,"10 spots you can't forget when you're spring cleaning, from an expert","10 spots you can't forget when you're spring cleaning, from an expert",FoxNews,1,0.03496947581741705,NBC,False,FoxNews->NBC,0.07834844085702275,0.07834844085702275,69,14,True,False,True,False,False,False,False,False,False,other
1930,https://www.foxnews.com/us/videos-taken-inside-apalachee-high-school-show-gun-ordered-evacuations,"Videos taken inside Apalachee High School show gun, ordered evacuations","videos taken inside apalachee high school show gun, ordered evacuations",FoxNews,1,0.034762309881650744,NBC,False,FoxNews->NBC,0.07814127492125644,0.07814127492125644,71,10,False,False,False,False,False,False,False,False,False,other
58,https://www.foxnews.com/politics/how-us-government-dole-out-aid-victims-hurricanes-milton-helene,"How US government will dole out aid to victims of Hurricanes Milton, Helene","how us government will dole out aid to victims of hurricanes milton, helene",FoxNews,3,0.03250571733729646,NBC,False,FoxNews->NBC,0.07588468237690216,0.07588468237690216,75,13,False,False,False,False,False,False,False,False,False,other
460,https://www.foxnews.com/travel/floridas-forgotten-theme-park-1938-welcomes-tourists-despite-popular-competition,Florida's forgotten theme park from 1938 welcomes tourists despite popular competition,florida's forgotten theme park from 1938 welcomes tourists despite popular competition,FoxNews,1,0.031401793109853804,NBC,False,FoxNews->NBC,0.0747807581494595,0.0747807581494595,86,12,True,False,True,False,False,False,False,False,False,other
3352,https://www.nbcnews.com/politics/2024-election/live-blog/harris-trump-presidential-election-live-updates-rcna175177/rcrd60204?canonicalCard=true,"Abortion rights, gun violence in the spotlight at final Michigan Senate debate","abortion rights, gun violence in the spotlight at final michigan senate debate",NBC,1,-0.11813913625703654,FoxNews,False,NBC->FoxNews,-0.07476017121743084,0.07476017121743084,78,12,False,False,False,True,False,False,False,False,False,politics
818,https://www.foxnews.com/official-polls/fox-news-poll-87-consider-situation-southern-border-problem,Poll: 87% consider situation at southern border a problem,poll: 87% consider situation at southern border a problem,FoxNews,3,0.030111623664795584,NBC,False,FoxNews->NBC,0.07349058870440128,0.07349058870440128,57,9,False,False,True,True,False,False,False,False,False,politics
2996,https://www.nbcnews.com/news/world/israeli-woman-kidnapped-by-hamas-fighting-for-hostages-rcna172509,Israeli woman freed from Hamas captivity recalls brutal conditions inside tunnels,israeli woman freed from hamas captivity recalls brutal conditions inside tunnels,NBC,5,-0.11684572895999268,FoxNews,False,NBC->FoxNews,-0.07346676392038698,0.07346676392038698,81,11,False,False,False,False,False,False,False,False,False,other
2938,https://www.nbcnews.com/tech/tech-news/nbcuniversal-ad-chief-leaves-twitter-rcna84128,Former NBCUniversal ad chief Linda Yaccarino named CEO of Twitter,former nbcuniversal ad chief linda yaccarino named ceo of twitter,NBC,1,-0.11674535440579992,FoxNews,False,NBC->FoxNews,-0.07336638936619422,0.07336638936619422,65,10,False,False,False,False,False,False,False,True,False,business
96,https://www.foxnews.com/food-drink/tiktok-video-fast-food-restaurant-shows-how-speedy-machine-makes-salad-bowl-no-time,TikTok video at fast food restaurant shows how speedy machine makes salad bowl in no time,tiktok video at fast food restaurant shows how speedy machine makes salad bowl in no time,FoxNews,2,0.029644475409319915,NBC,False,FoxNews->NBC,0.07302344044892561,0.07302344044892561,89,16,False,False,False,False,False,False,False,False,False,other
3114,https://www.nbcnews.com/politics/2024-election/live-blog/super-tuesday-live-updates-rcna140438#rcrd36247,"Super Tuesday highlights: Trump, Biden bring in major primary wins as Haley faces a tough delegate outlook","super tuesday highlights: trump, biden bring in major primary wins as haley faces a tough delegate outlook",NBC,5,-0.11611009181067988,FoxNews,False,NBC->FoxNews,-0.07273112677107418,0.07273112677107418,106,17,False,False,False,True,False,False,False,False,False,politics
1185,https://www.foxnews.com/politics/colorado-to-become-the-first-state-to-build-separate-inmate-units-for-transgender-women,Colorado could become the first state to build separate prison units for transgender felons,colorado could become the first state to build separate prison units for transgender felons,FoxNews,5,0.026929684982675894,NBC,False,FoxNews->NBC,0.0703086500222816,0.0703086500222816,91,14,False,False,False,False,True,False,False,False,False,crime
1055,https://www.foxnews.com/politics/harris-trump-camps-launch-dueling-ad-blitzes-define-vp-voters,"Harris, Trump camps launch dueling ad blitzes to define VP for voters","harris, trump camps launch dueling ad blitzes to define vp for voters",FoxNews,5,0.026504163778776846,NBC,False,FoxNews->NBC,0.06988312881838254,0.06988312881838254,69,12,False,False,False,True,False,False,False,False,False,politics
3391,https://www.nbcnews.com/news/latino/migrant-deaths-spike-new-mexico-rcna175794,A deadly detour: Migrant deaths spike outside El Paso,a deadly detour: migrant deaths spike outside el paso,NBC,3,-0.11216840064929445,FoxNews,False,NBC->FoxNews,-0.06878943560968875,0.06878943560968875,53,9,False,False,False,False,False,False,False,False,False,other
1172,https://www.foxnews.com/travel/oldest-jewish-book-world-display-museum-bible-ahead-rosh-hashanah,Rosh Hashanah prompts Museum of the Bible to display oldest Jewish book in the world,rosh hashanah prompts museum of the bible to display oldest jewish book in the world,FoxNews,5,0.025188501492784843,NBC,False,FoxNews->NBC,0.06856746653239054,0.06856746653239054,84,15,False,False,False,False,False,False,False,False,False,other
2007,https://www.nbcnews.com/news/world/hassan-nasrallah-hezbollah-leader-israel-says-killed-beirut-strike-rcna173053,"Who was Hassan Nasrallah, the Hezbollah leader killed in Beirut strike","who was hassan nasrallah, the hezbollah leader killed in beirut strike",NBC,1,-0.11130259324610181,FoxNews,False,NBC->FoxNews,-0.06792362820649611,0.06792362820649611,70,11,False,False,False,False,True,False,False,False,False,crime
541,https://www.foxnews.com/politics/debate-challenge-pressures-kamala-she-trump-trade-flip-flop-charges,Debate challenge: The pressure’s on Kamala as she and Trump trade flip flop charges,debate challenge: the pressure's on kamala as she and trump trade flip flop charges,FoxNews,4,0.024297237562211027,NBC,False,FoxNews->NBC,0.06767620260181673,0.06767620260181673,83,15,False,False,False,True,False,False,False,False,False,politics
2134,https://www.nbcnews.com/nbc-out/out-pop-culture/american-sports-story-nfl-patriots-aaron-hernandez-rcna171439,'American Sports Story' re examines the rise and fall of NFL star Aaron Hernandez,'american sports story' re examines the rise and fall of nfl star aaron hernandez,NBC,5,-0.11038924839372921,FoxNews,False,NBC->FoxNews,-0.06701028335412351,0.06701028335412351,81,14,True,False,False,False,False,False,False,False,True,culture
502,https://foxnews.com/sports/nba-great-magic-johnson-slammed-calling-obamas-dnc-speeches-best-history-our-country,NBA great Magic Johnson slammed for calling Obama’s DNC speeches the best in ‘history of our country’,nba great magic johnson slammed for calling obama's dnc speeches the best in 'history of our country',FoxNews,3,0.022471092868256548,NBC,False,FoxNews->NBC,0.06585005790786225,0.06585005790786225,101,18,False,False,False,False,False,False,False,False,True,culture
3093,https://www.nbcnews.com/nbc-out/out-news/imane-khelif-boxing-win-olympics-gender-eligibility-rcna164662,Boxer previously barred from women’s events wins fight after opponent quits in 46 seconds,boxer previously barred from women's events wins fight after opponent quits in 46 seconds,NBC,3,-0.10918117827508822,FoxNews,False,NBC->FoxNews,-0.06580221323548252,0.06580221323548252,89,15,False,False,True,False,False,False,False,False,False,other
403,https://www.foxnews.com/us/perp-walk-new-yorkers-shout-suspect-fatal-shooting-nypd-police-officer-now-faces-charges,"Perp walk: New Yorkers shout at suspect in fatal shooting of NYPD police officer, who now faces charges","perp walk: new yorkers shout at suspect in fatal shooting of nypd police officer, who now faces charges",FoxNews,2,0.020828691570775826,NBC,False,FoxNews->NBC,0.06420765661038152,0.06420765661038152,103,18,False,False,False,False,True,False,False,False,False,crime
2119,https://www.nbcnews.com/politics/2024-election/live-blog/dnc-2024-live-updates-rcna165226#rcrd52465,DNC 2024 live updates: Democratic convention kicks off; Hillary Clinton addresses delegates,dnc 2024 live updates: democratic convention kicks off; hillary clinton addresses delegates,NBC,5,-0.10724975396366365,FoxNews,False,NBC->FoxNews,-0.06387078892405795,0.06387078892405795,91,12,False,False,True,False,False,False,False,False,False,other
983,https://www.foxnews.com/sports/guardians-closer-emmanuel-clase-shows-off-accolades-right-after-blowing-save-yankees-alcs.print,Guardians closer Emmanuel Clase shows off accolades right after blowing save to Yankees in ALCS,guardians closer emmanuel clase shows off accolades right after blowing save to yankees in alcs,FoxNews,2,0.019796837957783975,NBC,False,FoxNews->NBC,0.06317580299738967,0.06317580299738967,95,15,False,False,False,False,False,False,False,False,False,other
1446,https://www.foxnews.com/politics/harris-proposes-hiking-corporate-tax-rate-reversing-trump-era-business-tax-cuts,"Harris proposes major corporate tax hike, reversing Trump era cuts","harris proposes major corporate tax hike, reversing trump era cuts",FoxNews,3,0.01910735744025227,NBC,False,FoxNews->NBC,0.06248632247985797,0.06248632247985797,66,10,False,False,False,True,False,False,False,True,False,politics
3570,https://www.nbcnews.com/news/nbcblk/historically-black-community-grapples-lasting-impacts-baltimore-bridge-rcna176143,A historically Black community grapples with lasting impacts after Baltimore bridge collapse,a historically black community grapples with lasting impacts after baltimore bridge collapse,NBC,5,-0.10559013981843646,FoxNews,False,NBC->FoxNews,-0.06221117477883076,0.06221117477883076,92,12,False,False,False,False,False,False,False,False,False,other
3657,https://www.nbcnews.com/news/world/press-freedom-chilled-kashmir-reporting-criminalized-rcna35132,Press freedom chilled in Kashmir as reporting is ‘criminalized’,press freedom chilled in kashmir as reporting is 'criminalized',NBC,4,-0.10536598812120501,FoxNews,False,NBC->FoxNews,-0.06198702308159931,0.06198702308159931,63,9,False,False,False,False,False,False,False,False,False,other
3445,https://www.nbcnews.com/news/world/south-korea-warning-shots-north-korean-soldiers-cross-border-rcna156491,South Korean troops fire warning shots after North Korean soldiers cross border,south korean troops fire warning shots after north korean soldiers cross border,NBC,3,-0.10349233397303892,FoxNews,False,NBC->FoxNews,-0.06011336893343322,0.06011336893343322,79,12,False,False,False,True,False,False,False,False,False,politics
3190,https://www.nbcnews.com/news/world/americans-imprisoned-iran-prisoner-exchange-deal-rcna99105,Americans moved to Iran house arrest in planned prisoner swap,americans moved to iran house arrest in planned prisoner swap,NBC,1,-0.10156209666214489,FoxNews,False,NBC->FoxNews,-0.058183131622539186,0.058183131622539186,61,10,False,False,False,True,True,True,False,False,False,politics
2419,https://www.nbcnews.com/politics/2024-election/harris-undergoes-60-minutes-grilling-trump-sits-rcna174415,Harris undergoes a '60 Minutes' grilling as Trump sits it out,harris undergoes a '60 minutes' grilling as trump sits it out,NBC,1,-0.10083636169406329,FoxNews,False,NBC->FoxNews,-0.05745739665445759,0.05745739665445759,61,11,True,False,True,True,False,False,False,False,False,politics
844,https://www.foxnews.com/health/fitness-class-too-loud-know-protecting-hearing-health,Fitness class too loud? What to know about protecting your hearing health,fitness class too loud? what to know about protecting your hearing health,FoxNews,3,0.013791303446232694,NBC,False,FoxNews->NBC,0.057170268485838394,0.057170268485838394,73,12,False,True,False,False,False,False,True,False,False,health
329,https://www.foxnews.com/politics/new-york-republican-co-sponsors-bill-defending-ivf-treatment,New York Republican co sponsors bill defending IVF treatment,new york republican co sponsors bill defending ivf treatment,FoxNews,2,0.01202723744752121,NBC,False,FoxNews->NBC,0.05540620248712691,0.05540620248712691,60,9,False,False,False,True,False,False,False,False,False,politics
2263,https://www.nbcnews.com/politics/2024-election/nikki-haley-ends-presidential-campaign-trump-gop-primary-rcna134811,"Nikki Haley ends presidential campaign with 'no regrets,' ceding GOP nomination to Trump","nikki haley ends presidential campaign with 'no regrets,' ceding gop nomination to trump",NBC,4,-0.09871143090178869,FoxNews,False,NBC->FoxNews,-0.05533246586218299,0.05533246586218299,88,13,True,False,False,True,False,False,False,False,False,politics
320,https://www.foxnews.com/lifestyle/veterans-day-numbers-8-facts-federal-holiday,"Before there was Veterans Day, there was Armistice Day","before there was veterans day, there was armistice day",FoxNews,1,0.011934698765264873,NBC,False,FoxNews->NBC,0.05531366380487057,0.05531366380487057,54,9,False,False,False,False,False,False,False,False,False,other
